input,match,property_id,latitude,longitude,search_url,image_url,home_value,home_type,year_built,lot_size,price,beds,baths,sqft
1004 S MAPLE AV,1004 S Maple Ave,13247588,41.8702645,-87.8032313,/IL/Oak-Park/1004-S-Maple-Ave-60304/home/13247588,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1004+S+Maple+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=RxbT3A9mxZ_rkyCkC2sX3elFZfA='],132000.0,Single-family,1948,5100.0,,3.0,1.5,1525.0
723 S WESLEY AV,723 Wesley Ave,13249372,41.8753452,-87.7919415,/IL/Oak-Park/723-Wesley-Ave-60304/home/13249372,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=723+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=lBXED1Ebovk69CflFfFo4MrquyY='],,Single-family,1919,6300.0,,4.0,2.5,1844.0
1045 S SCOVILLE,1045 S Scoville Ave,13247087,41.8691019,-87.7880334,/IL/Oak-Park/1045-S-Scoville-Ave-60304/home/13247087,['https://ssl.cdn-redfin.com/photo/68/mbphoto/896/genMid.06929896_3.jpg'],113000.0,Single-family,1920,3150.0,278000.0,3.0,2.0,
1101 S ELMWOOD,1101 S Elmwood Ave,13247305,41.8688263,-87.785572,/IL/Oak-Park/1101-S-Elmwood-Ave-60304/home/13247305,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1101+S+Elmwood+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Q9rFG1getQNpxuvNgTZq0DdKC3Y='],87000.0,Single-family,1932,3095.0,,3.0,2.5,1779.0
540 S LYMAN AVE,540 Lyman Ave,13252467,41.8785354,-87.7767797,/IL/Oak-Park/540-Lyman-Ave-60304/home/13252467,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=540+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=KeCGKfc8R2uhm8XCtLz9s2zNr2g='],265000.0,Single-family,1904,4588.0,,3.0,1.0,1344.0
938 GUNDERSON AVENUE,938 Gunderson Ave,13248141,41.8711482,-87.7863211,/IL/Oak-Park/938-Gunderson-Ave-60304/home/13248141,['https://ssl.cdn-redfin.com/photo/68/mbphoto/448/genMid.11974448_0.jpg'],712500.0,Single-family,1913,4762.0,712500.0,5.0,3.0,2771.0
1021 S EUCLID AV,1021 S Euclid Ave,13247630,41.869879,-87.7929899,/IL/Oak-Park/1021-S-Euclid-Ave-60304/home/13247630,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1021+S+Euclid+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=fOu2JEXMzZXXYiZVkNZr4aBgAko='],,Single-family,1906,4575.0,,3.0,1.5,1552.0
927 SOUTH KENILWORTH,927 S Kenilworth Ave,13248523,41.8715223,-87.7968725,/IL/Oak-Park/927-S-Kenilworth-Ave-60304/home/13248523,['https://ssl.cdn-redfin.com/photo/68/mbphoto/538/genMid.07518538_3.jpg'],374000.0,Single-family,1920,4110.0,385000.0,4.0,3.0,
1179 S EAST AVE,1179 S East Ave,13247981,41.8659508,-87.7891575,/IL/Oak-Park/1179-S-East-Ave-60304/home/13247981,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1179+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ECpbBS7R4l7iShhsQgOFUecE5ZI='],300000.0,Single-family,1919,3150.0,,4.0,1.5,1293.0
6436 ROOSEVELT RD#210,6436 Roosevelt Rd #206,21805003,41.8655716,-87.7856331,/IL/Oak-Park/6436-Roosevelt-Rd-60304/unit-206/home/21805003,['https://ssl.cdn-redfin.com/photo/68/mbphoto/536/genMid.12172536_0.jpg'],,,,,,,,
1517 OAK PARK AVE,1517 Oak Park Ave,124684183,41.6268704,-93.6388864,/IA/Des-Moines/1517-Oak-Park-Ave-50313/home/124684183,['https://ssl.cdn-redfin.com/photo/233/mbphoto/003/genMid.649003_0.jpg'],143500.0,Single-family,1953,7000.0,143500.0,2.0,2.0,672.0
440 W BOUGHTON RD 1,,-1,,,,,,,,,,,,
816 S EUCLID AV,816 S Euclid Ave,13249473,41.8736903,-87.7925252,/IL/Oak-Park/816-S-Euclid-Ave-60304/home/13249473,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=816+S+Euclid+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=34mq8F5FR_pmSD442wdUS5A-SbQ='],295000.0,Single-family,1918,3780.0,,3.0,2.0,1824.0
511 S KENILWORTH,511 S Kenilworth Ave,12555215,41.8792675,-87.7976697,/IL/Oak-Park/511-S-Kenilworth-Ave-60304/home/12555215,['https://ssl.cdn-redfin.com/photo/68/mbphoto/227/genMid.11951227_0.jpg'],805000.0,Single-family,1908,6450.0,805000.0,5.0,4.0,3351.0
839 CLINTON AVE,839 Clinton Ave,13248928,41.8739926,-87.7989404,/IL/Oak-Park/839-Clinton-Ave-60304/home/13248928,['https://ssl.cdn-redfin.com/photo/68/mbphoto/729/genMid.07551729_4.jpg'],622500.0,Single-family,1911,5625.0,622500.0,5.0,3.5,
820 S RIDGELAND AVE,820 S Ridgeland Ave,13250151,41.873759,-87.7839518,/IL/Oak-Park/820-S-Ridgeland-Ave-60304/home/13250151,['https://ssl.cdn-redfin.com/photo/68/mbphoto/700/genMid.09209700_2.jpg'],349000.0,Single-family,1908,4725.0,349000.0,2.0,2.0,1107.0
1136 CLARENCE,1136 Clarence Ave,13247896,41.8675475,-87.7899217,/IL/Oak-Park/1136-Clarence-Ave-60304/home/13247896,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1136+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=as_LLVjxiEa6iwO3v-VQUwPgOn0='],323000.0,Single-family,1903,4725.0,,4.0,2.0,1679.0
619 S HUMPHREY,619 S Humphrey Ave,13252596,41.8774427,-87.7761362,/IL/Oak-Park/619-S-Humphrey-Ave-60304/home/13252596,['https://ssl.cdn-redfin.com/photo/68/mbphoto/232/genMid.08552232_2.jpg'],350000.0,Single-family,1913,4187.0,349900.0,3.0,1.5,
1121 S HOME AV,1121 Home Ave,13247651,41.8679071,-87.7993443,/IL/Oak-Park/1121-Home-Ave-60304/home/13247651,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1121+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=SBVX8mi2cSBPN8E9Ff1BtW53j-g='],,Single-family,1905,5625.0,,3.0,1.0,1296.0
714 CARPENTER AVE,714 Carpenter Ave,13248765,41.8762764,-87.795929,/IL/Oak-Park/714-Carpenter-Ave-60304/home/13248765,['https://ssl.cdn-redfin.com/photo/68/mbphoto/405/genMid.09297405_3.jpg'],324500.0,Single-family,1916,2700.0,324200.0,3.0,1.0,1600.0
1156 LYMAN AVE,1156 Lyman Ave,13251370,41.866899,-87.776392,/IL/Oak-Park/1156-Lyman-Ave-60304/home/13251370,['https://ssl.cdn-redfin.com/photo/68/mbphoto/293/genMid.09038293_2.jpg'],265500.0,Single-family,1926,3150.0,265500.0,3.0,1.5,
1033 S HUMPHREY,1033 S Humphrey Ave,13250327,41.8694738,-87.7758144,/IL/Oak-Park/1033-S-Humphrey-Ave-60304/home/13250327,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1033+S+Humphrey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=6-Am64zfLybdoPMqB_vWC0GUw2c='],152000.0,Single-family,1915,4199.0,,3.0,1.0,1368.0
1167 S HARVEY AVE,1167 S Harvey Ave,13251617,41.8665027,-87.7805918,/IL/Oak-Park/1167-S-Harvey-Ave-60304/home/13251617,['https://ssl.cdn-redfin.com/photo/68/mbphoto/670/genMid.08101670_3.jpg'],,Single-family,1924,3150.0,268000.0,3.0,1.0,1274.0
1122 S EAST AVE,1122 S East Ave,13247364,41.868054,-87.7886878,/IL/Oak-Park/1122-S-East-Ave-60304/home/13247364,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1122+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Wj-VuuBAry6KQrXUIv5LNw2Ae-E='],,Multi-family (2-4 unit),1913,4725.0,,4.0,2.0,2016.0
1158 S TAYLOR,1158 S Taylor Ave,13251173,41.8668371,-87.7775805,/IL/Oak-Park/1158-S-Taylor-Ave-60304/home/13251173,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1158+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=6HHuRgeil8unSP9X6u_GxAs5IXo='],155000.0,Single-family,1923,4410.0,,3.0,2.0,1781.0
1127 WESLEY AVE,1127 Wesley Ave,13247699,41.86784,-87.7916847,/IL/Oak-Park/1127-Wesley-Ave-60304/home/13247699,['https://ssl.cdn-redfin.com/photo/68/mbphoto/306/genMid.10364306_3.jpg'],447500.0,Single-family,1917,4408.0,447500.0,4.0,3.0,2020.0
841 S KENILWORTH AV,841 S Kenilworth Ave,13249741,41.8739748,-87.7974877,/IL/Oak-Park/841-S-Kenilworth-Ave-60304/home/13249741,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=841+S+Kenilworth+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=CTUJjU-h0F3gksnEYyy-XD3KBWI='],270000.0,Single-family,1907,6825.0,,3.0,1.5,1584.0
1017 S KENILWORTH AVE,1017 S Kenilworth Ave,13247655,41.8699028,-87.7968205,/IL/Oak-Park/1017-S-Kenilworth-Ave-60304/home/13247655,['https://ssl.cdn-redfin.com/photo/68/mbphoto/576/genMid.06729576_2.jpg'],520000.0,Single-family,1908,6850.0,520000.0,4.0,2.0,
1027 S WESLEY AV,1027 Wesley Ave,167627238,41.8696783,-87.7917074,/IL/Oak-Park/1027-Wesley-Ave-60304/home/167627238,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1027+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=CJeZcD4QHC5phjG0YhOfEROOxLY='],,Single-family,1911,3150.0,,3.0,2.5,1686.0
1015 WENONAH AVE,1015 Wenonah Ave,13248279,41.8699847,-87.8008564,/IL/Oak-Park/1015-Wenonah-Ave-60304/home/13248279,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1015+Wenonah+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=P5rPiDM8K2984sdzRklupBFZj9U='],72000.0,Single-family,1908,5625.0,,4.0,2.0,2010.0
1040 S MAPLE AVE,1040 S Maple Ave,13248811,41.8690591,-87.8032188,/IL/Oak-Park/1040-S-Maple-Ave-60304/home/13248811,['https://ssl.cdn-redfin.com/photo/68/mbphoto/266/genMid.09865266_K.jpg'],307500.0,Single-family,1917,5666.0,307500.0,2.0,1.5,
1175 S EUCLID,1175 S Euclid Ave,13247986,41.8660732,-87.7928272,/IL/Oak-Park/1175-S-Euclid-Ave-60304/home/13247986,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1175+S+Euclid+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=W8LZQoo5TZPjnsxUqMY6bTOK1Pk='],169000.0,Single-family,1919,3660.0,,3.0,1.5,1412.0
1158 S MAPLE AVENUE,1158 S Maple Ave,13247958,41.8664184,-87.8030759,/IL/Oak-Park/1158-S-Maple-Ave-60304/home/13247958,['https://ssl.cdn-redfin.com/photo/68/mbphoto/301/genMid.10427301_1.jpg'],,Single-family,1912,4250.0,252500.0,2.0,1.0,1519.0
1115 S SCOVILLE AVE,1115 S Scoville Ave,13246896,41.86831,-87.7879808,/IL/Oak-Park/1115-S-Scoville-Ave-60304/home/13246896,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1115+S+Scoville+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=BvRZYDinvSwD_atKria3wt59UGc='],200000.0,Single-family,1906,3150.0,,3.0,1.5,1382.0
636 GUNDERSON,636 Gunderson Ave,13248705,41.8767178,-87.7865169,/IL/Oak-Park/636-Gunderson-Ave-60304/home/13248705,['https://ssl.cdn-redfin.com/photo/68/mbphoto/110/genMid.06433110_1.jpg'],636000.0,Single-family,1913,5320.0,,3.0,1.5,1440.0
800 CLINTON AVE,800 Clinton Ave,13249312,41.8753056,-87.7983446,/IL/Oak-Park/800-Clinton-Ave-60304/home/13249312,['https://ssl.cdn-redfin.com/photo/68/mbphoto/689/genMid.09958689_B.jpg'],540000.0,Single-family,1915,7501.0,540000.0,5.0,3.5,2100.0
820 S GUNDERSON AV,820 Gunderson Ave,13248074,41.8735744,-87.7864243,/IL/Oak-Park/820-Gunderson-Ave-60304/home/13248074,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=820+Gunderson+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=sBTyXE0DUUY5K1YRn3RDP-_hVJY='],90000.0,Single-family,1905,5320.0,,4.0,2.0,1979.0
740 S HARVEY,740 S Harvey Ave,13252960,41.8749674,-87.7803027,/IL/Oak-Park/740-S-Harvey-Ave-60304/home/13252960,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=740+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=C67bis29T-sIgRcegifn0BjUV6s='],268000.0,Single-family,1909,4687.0,,3.0,1.5,1215.0
419 HARRISON ST,419 Harrison St Unit A,184005551,41.8724515,-87.78517,/IL/Oak-Park/419-Harrison-St-60304/unit-A/home/184005551,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=419+Harrison+St+Unit+A%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=QineSysTtWQCDBFTvSt6ywWBsas='],,,,,,,,
728 S SCOVILLE AVE,728 S Scoville Ave,13248599,41.8751232,-87.7876956,/IL/Oak-Park/728-S-Scoville-Ave-60304/home/13248599,['https://ssl.cdn-redfin.com/photo/68/mbphoto/007/genMid.10654007_1.jpg'],659000.0,Single-family,1919,6300.0,659000.0,5.0,4.0,2916.0
1125 S OAK PARK AV,1125 S Oak Park Ave,13248784,41.8678629,-87.7941042,/IL/Oak-Park/1125-S-Oak-Park-Ave-60304/home/13248784,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1125+S+Oak+Park+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=8-IBcGh6_oh20ksXpTfT-lzpJk4='],64900.0,Single-family,1903,3425.0,,4.0,1.5,1909.0
929 S CLINTON AV,929 Clinton Ave,13248097,41.8713197,-87.79816,/IL/Oak-Park/929-Clinton-Ave-60304/home/13248097,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=929+Clinton+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=T5iaOjaRdvJVeG48LuupuPeW32A='],,Single-family,1916,4110.0,,4.0,2.0,1692.0
1135 S SCOVILLE,1135 S Scoville Ave,13247687,41.867625,-87.7879805,/IL/Oak-Park/1135-S-Scoville-Ave-60304/home/13247687,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1135+S+Scoville+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ag_ys0m5JXPQ9cFhjs8n_w-yqXo='],,Single-family,1915,3780.0,,2.0,1.0,1040.0
930 S HUMPHREY AVE#2S,930 S Humphrey Ave Unit 2S,13251411,41.871628,-87.775221,/IL/Oak-Park/930-S-Humphrey-Ave-60304/unit-2S/home/13251411,['https://ssl.cdn-redfin.com/photo/68/mbphoto/518/genMid.11223518_0.jpg'],192000.0,,,,,,,
822 CARPENTER AVE,822 Carpenter Ave,13249442,41.8746288,-87.7958722,/IL/Oak-Park/822-Carpenter-Ave-60304/home/13249442,['https://ssl.cdn-redfin.com/photo/68/mbphoto/643/genMid.11055643_2.jpg'],240000.0,Single-family,1918,2520.0,378000.0,3.0,2.0,1560.0
928 S LYMAN AVE,928 Lyman Ave,13250609,41.871681,-87.776457,/IL/Oak-Park/928-Lyman-Ave-60304/home/13250609,['https://ssl.cdn-redfin.com/photo/68/mbphoto/607/genMid.11832607_0.jpg'],112500.0,Single-family,1893,3780.0,287000.0,4.0,1.5,2112.0
823 CLARENCE AV,823 Clarence Ave,13249367,41.8734523,-87.7906183,/IL/Oak-Park/823-Clarence-Ave-60304/home/13249367,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=823+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=OMM6eS11QvYFXTKV5Idv2c0g1-k='],,Single-family,1915,3125.0,,4.0,1.5,1258.0
647 GARFIELD ST UNIT B,647 Garfield St Unit B,12725178,41.8714498,-87.7909223,/IL/Oak-Park/647-Garfield-St-60304/unit-B/home/12725178,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=647+Garfield+St+Unit+B%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=0Qp2djqK6ufugNui04JCbI2QO8o='],160000.0,,,,,,,
1033 S EUCLID AVE,1033 S Euclid Ave,13247099,41.8694345,-87.7929348,/IL/Oak-Park/1033-S-Euclid-Ave-60304/home/13247099,['https://ssl.cdn-redfin.com/photo/68/mbphoto/978/genMid.11992978_0.jpg'],440000.0,Single-family,1908,6100.0,440000.0,3.0,2.0,1858.0
12 S AUSTIN BLVD APT 1,120 S Austin Blvd Unit 02,190483513,41.878402,-87.774968,/IL/Oak-Park/120-S-Austin-Blvd-60304/unit-02/home/190483513,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=120+S+Austin+Blvd+Unit+02%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=nYWvo8ljIwXCHZphR0LUhxNYZBI='],,,,,,,,
426 S AUSTIN      2S,,-1,,,,,,,,,,,,
1146 S WISCONSIN AV,1146 Wisconsin Ave,13247431,41.8669633,-87.8015474,/IL/Oak-Park/1146-Wisconsin-Ave-60304/home/13247431,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1146+Wisconsin+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=cc6AsqjxrIOI2Q-B_nxe5i5eUNM='],225000.0,Single-family,1921,5625.0,,3.0,2.0,1511.0
846 WESLEY,846 Wesley Ave Unit G,12662720,41.872653,-87.791359,/IL/Oak-Park/846-Wesley-Ave-60304/unit-G/home/12662720,['https://ssl.cdn-redfin.com/photo/68/mbphoto/369/genMid.12099369_0.jpg'],145000.0,,,,,,,
1123 S SCOVILLE,1123 S Scoville Ave,13248114,41.8680366,-87.7879793,/IL/Oak-Park/1123-S-Scoville-Ave-60304/home/13248114,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=41.8680366%2C-87.7879793&size=665x441&source=outdoor&client=gme-redfin&signature=kIGmKyw7lLZrmBDnQRByP-4Kd2w='],362000.0,Single-family,1904,6300.0,,3.0,2.5,2200.0
932 WISCONSIN AVE,932 Wisconsin Ave,13247870,41.8710953,-87.8017111,/IL/Oak-Park/932-Wisconsin-Ave-60304/home/13247870,['https://ssl.cdn-redfin.com/photo/68/mbphoto/704/genMid.08640704_2.jpg'],62500.0,Single-family,1915,4950.0,295000.0,4.0,2.0,1383.0
830 CLINTON AVE,830 Clinton Ave,13249959,41.8742873,-87.7982924,/IL/Oak-Park/830-Clinton-Ave-60304/home/13249959,['https://ssl.cdn-redfin.com/photo/68/mbphoto/502/genMid.11360502_0.jpg'],625000.0,Single-family,1908,7492.0,625000.0,3.0,3.5,2246.0
2126 BOEGER AV,,-1,,,,,,,,,,,,
834 GUNDERSON AVE,834 Gunderson Ave,13247300,41.8731014,-87.7863943,/IL/Oak-Park/834-Gunderson-Ave-60304/home/13247300,['https://ssl.cdn-redfin.com/photo/68/mbphoto/230/genMid.10571230_1.jpg'],555000.0,Single-family,1903,5320.0,555000.0,4.0,4.0,
607 HARVARD ST,,-1,,,,,,,,,,,,
720 S DEARBORN ST#806,,-1,,,,,,,,,,,,
531 S GUNDERSON,531 Gunderson Ave,13248998,41.8786768,-87.7871268,/IL/Oak-Park/531-Gunderson-Ave-60304/home/13248998,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=531+Gunderson+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Bh43ToKOVSi7jBSpRww8vyQpiwc='],,Single-family,1922,3150.0,,3.0,1.5,1536.0
1176 S ELMWOOD AVE,1176 S Elmwood Ave,13246160,41.8660785,-87.784953,/IL/Oak-Park/1176-S-Elmwood-Ave-60304/home/13246160,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1176+S+Elmwood+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=7q3Tn_7IEclOqb43E6C8E6DgGXo='],75000.0,Single-family,1922,3780.0,,3.0,1.5,1056.0
814 CLINTON AVE,814 Clinton Ave,13249817,41.8748684,-87.7983451,/IL/Oak-Park/814-Clinton-Ave-60304/home/13249817,['https://ssl.cdn-redfin.com/photo/68/mbphoto/898/genMid.11004898_3.jpg'],1050000.0,Single-family,2017,5625.0,1050000.0,6.0,5.0,
609 S HUMPHREY,609 S Humphrey Ave,13252759,41.8778465,-87.7761541,/IL/Oak-Park/609-S-Humphrey-Ave-60304/home/13252759,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=609+S+Humphrey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=5Qdxok1-pdBgZM_br-v7j8o0W_4='],108000.0,Single-family,1910,4750.0,,3.0,1.5,1380.0
807 W LEXINGTON #8,807 Lexington St #8,12697140,41.8704996,-87.7943438,/IL/Oak-Park/807-Lexington-St-60304/unit-8/home/12697140,['https://ssl.cdn-redfin.com/photo/68/mbphoto/556/genMid.06670556_3.jpg'],144000.0,,,,,,,
609 S CLINTON,609 Clinton Ave,13249997,41.8778823,-87.7990669,/IL/Oak-Park/609-Clinton-Ave-60304/home/13249997,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=609+Clinton+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=WwBNnVRZYPbZjNvYv7ilclgoyzI='],225000.0,Single-family,1909,5625.0,,4.0,2.5,2304.0
1012 S KENILWORTH,1012 S Kenilworth Ave,13248802,41.8700543,-87.7962652,/IL/Oak-Park/1012-S-Kenilworth-Ave-60304/home/13248802,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1012+S+Kenilworth+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=AqtF-v1s1tMQkJUzqkASw_gMe_4='],175000.0,,,,,,,
831 CLARENCE AVE,831 Clarence Ave,13249545,41.8731344,-87.7906548,/IL/Oak-Park/831-Clarence-Ave-60304/home/13249545,['https://ssl.cdn-redfin.com/photo/68/mbphoto/663/genMid.08742663_2.jpg'],335000.0,Single-family,1920,4125.0,335000.0,4.0,2.0,1300.0
720 S EAST AV,720 S East Ave,13248875,41.8753815,-87.788947,/IL/Oak-Park/720-S-East-Ave-60304/home/13248875,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=720+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=aIqQtlxWkBQHH0UvBfjsiFLEjnA='],130000.0,Single-family,1902,6300.0,,3.0,1.5,1992.0
1122 CLINTON AVE,1122 Clinton Ave,13247421,41.8678186,-87.7975052,/IL/Oak-Park/1122-Clinton-Ave-60304/home/13247421,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1122+Clinton+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=X_J3jsRmH-B7Dpa1zkpDFORLXqk='],290000.0,Single-family,2009,5137.0,,4.0,3.5,2916.0
820 S EAST AVE,820 S East Ave,13248988,41.8735626,-87.7888662,/IL/Oak-Park/820-S-East-Ave-60304/home/13248988,['https://ssl.cdn-redfin.com/photo/68/mbphoto/102/genMid.10657102_0.jpg'],492500.0,Single-family,1908,5040.0,492500.0,3.0,2.5,1835.0
520 S HARVEY,520 S Harvey Ave,13252615,41.8791075,-87.7805136,/IL/Oak-Park/520-S-Harvey-Ave-60304/home/13252615,['https://ssl.cdn-redfin.com/photo/68/mbphoto/528/genMid.08043528_3.jpg'],336000.0,Single-family,1910,4687.0,336000.0,3.0,1.5,
829 WENONAH AVE,829 Wenonah Ave,13248932,41.8742804,-87.8011645,/IL/Oak-Park/829-Wenonah-Ave-60304/home/13248932,['https://ssl.cdn-redfin.com/photo/68/mbphoto/921/genMid.09891921_A.jpg'],482500.0,Single-family,1920,4166.0,482500.0,4.0,2.0,1907.0
1178 CLARENCE AVE,1178 Clarence Ave,13246885,41.865982,-87.7898405,/IL/Oak-Park/1178-Clarence-Ave-60304/home/13246885,['https://ssl.cdn-redfin.com/photo/68/mbphoto/562/genMid.10809562_1.jpg'],351000.0,Single-family,1921,4725.0,351000.0,4.0,1.5,
1164 S LOMBARD ST,,-1,,,,,,,,,,,,
526 S WESLEY AV,526 Wesley Ave,13249876,41.8787967,-87.7915105,/IL/Oak-Park/526-Wesley-Ave-60304/home/13249876,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=526+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=3K9y6O3xrOncMFUWWzgvNyX5RlQ='],,,,,,,,
1031 S LYMAN AVE,1031 Lyman Ave,13251127,41.869542,-87.777085,/IL/Oak-Park/1031-Lyman-Ave-60304/home/13251127,['https://ssl.cdn-redfin.com/photo/68/mbphoto/957/genMid.06724957_3.jpg'],,Single-family,1950,3150.0,370000.0,4.0,2.0,
1114 S LYMAN,1114 Lyman Ave,13251827,41.8684573,-87.7764494,/IL/Oak-Park/1114-Lyman-Ave-60304/home/13251827,['https://ssl.cdn-redfin.com/photo/68/mbphoto/667/genMid.10996667_0.jpg'],426000.0,Single-family,1918,4725.0,426000.0,3.0,2.0,2837.0
736 S EUCLID,736 S Euclid Ave,13248881,41.8747726,-87.7925239,/IL/Oak-Park/736-S-Euclid-Ave-60304/home/13248881,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=736+S+Euclid+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=xNcL2LrYwCHrMhnsInuI5STi5HM='],550000.0,Multi-family (5+ unit),1913,6300.0,,6.0,3.0,3072.0
