input,match,property_id,latitude,longitude,search_url,image_url
634 CLARENCE AVE,634 Clarence Ave,13249790,41.8767696,-87.7901783,/IL/Oak-Park/634-Clarence-Ave-60304/home/13249790,['https://ssl.cdn-redfin.com/photo/68/mbphoto/805/genMid.10677805_0.jpg']
1007 WESLEY AVE,1007 Wesley Ave,13248042,41.8703622,-87.7917615,/IL/Oak-Park/1007-Wesley-Ave-60304/home/13248042,['https://ssl.cdn-redfin.com/photo/68/mbphoto/678/genMid.07620678_3.jpg']
1121 S OAK PARK AV #3,1121 S Oak Park Ave #3,12632162,41.86799,-87.7941523,/IL/Oak-Park/1121-S-Oak-Park-Ave-60304/unit-3/home/12632162,['https://ssl.cdn-redfin.com/photo/68/mbphoto/531/genMid.12122531_0.jpg']
7050 ROOSEVELT RD,,,,,,
939 S KENILWORTH,939 S Kenilworth Ave,13247024,41.8710069,-87.7968285,/IL/Oak-Park/939-S-Kenilworth-Ave-60304/home/13247024,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=939+S+Kenilworth+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ia8MQOwePp2tsVxtGjrgDmxemAk=']
530 S EAST AV,530 S East Ave,13250269,41.8786078,-87.7890336,/IL/Oak-Park/530-S-East-Ave-60304/home/13250269,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=530+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ioWu1PAgUxLupt6HyDkuAwaXoEE=']
1177 HOME  AVE,1177 Home Ave,13247732,41.8658138,-87.7992912,/IL/Oak-Park/1177-Home-Ave-60304/home/13247732,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=41.8658138%2C-87.7992912&size=665x441&source=outdoor&client=gme-redfin&signature=zjvRNVWiQ2jhZ9YUDGUO3Zeg5UI=']
1007 S OAK PARK AV #B,1007 S Oak Park Ave Unit B,12697542,41.8703712,-87.7942587,/IL/Oak-Park/1007-S-Oak-Park-Ave-60304/unit-B/home/12697542,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1007+S+Oak+Park+Ave+Unit+B%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=FsFTFT2ieRXdBEFWqTuByh95N8A=']
621 S EAST AVE,621 S East Ave,12577592,41.8771922,-87.7895543,/IL/Oak-Park/621-S-East-Ave-60304/home/12577592,['https://ssl.cdn-redfin.com/photo/68/mbphoto/526/genMid.07909526_2.jpg']
809 S LYMAN,809 Lyman Ave,13250186,41.8740928,-87.7771581,/IL/Oak-Park/809-Lyman-Ave-60304/home/13250186,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=809+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=WRlx1SnfRmDNmxtACNe5f1axY6Y=']
810 S ELMWOOD AV,810 S Elmwood Ave,13247034,41.8739511,-87.7852139,/IL/Oak-Park/810-S-Elmwood-Ave-60304/home/13247034,['https://ssl.cdn-redfin.com/photo/68/mbphoto/024/genMid.08280024_2.jpg']
1174 S WENONAH,1174 Wenonah Ave,13248513,41.8659187,-87.8001361,/IL/Oak-Park/1174-Wenonah-Ave-60304/home/13248513,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1174+Wenonah+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=rPnOCm8KW9J4NqYejLu59TEkDG4=']
727 S MAPLE AVE  301,727 S Maple Ave #301,13249895,41.8757826,-87.8041598,/IL/Oak-Park/727-S-Maple-Ave-60304/unit-301/home/13249895,['https://ssl.cdn-redfin.com/photo/68/mbphoto/802/genMid.09116802_2.jpg']
813 HOME AVE,813 Home Ave,13248663,41.8748797,-87.7999853,/IL/Oak-Park/813-Home-Ave-60304/home/13248663,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=813+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Ib4LT3zzKSP3C9QTc8TIZHbS_dY=']
1110 S SCOVILLE AVE,1110 S Scoville Ave,13248552,41.8684371,-87.787492,/IL/Oak-Park/1110-S-Scoville-Ave-60304/home/13248552,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1110+S+Scoville+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Tu5-bzQu9-PfHVTV148UCjcy1sQ=']
1177 S ELMWOOD AVE,1177 S Elmwood Ave,13245643,41.8660224,-87.7854874,/IL/Oak-Park/1177-S-Elmwood-Ave-60304/home/13245643,['https://ssl.cdn-redfin.com/photo/68/mbphoto/650/genMid.09308650_2.jpg']
517 CLARENCE,517 Clarence Ave,13249871,41.8790895,-87.7908436,/IL/Oak-Park/517-Clarence-Ave-60304/home/13249871,['https://ssl.cdn-redfin.com/photo/68/mbphoto/987/genMid.08601987_2.jpg']
1534 HUNTLEIGH DRIVE,,,,,,
533 HOME AV,533 Home Ave,13250016,41.8785372,-87.80009,/IL/Oak-Park/533-Home-Ave-60304/home/13250016,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=533+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=qU3Kf1KSs4OJa8-_A5_UUqGbExc=']
934 WENONAH AVE,934 Wenonah Ave,13247513,41.8711024,-87.8003061,/IL/Oak-Park/934-Wenonah-Ave-60304/home/13247513,['https://ssl.cdn-redfin.com/photo/68/mbphoto/107/genMid.08616107_0.jpg']
920 WESLEY AVE APT 3,920 Wesley Ave #3,12725266,41.8715845,-87.7912507,/IL/Oak-Park/920-Wesley-Ave-60304/unit-3/home/12725266,['https://ssl.cdn-redfin.com/photo/68/mbphoto/539/genMid.09363539_2.jpg']
1118 S HOME AVE,1118 Home Ave,13247452,41.86798,-87.7987609,/IL/Oak-Park/1118-Home-Ave-60304/home/13247452,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1118+Home+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=a7ijlt0LwG-ZyMJI83eFMCXjwpo=']
807 S TAYLOR AV,807 S Taylor Ave,13250189,41.8741504,-87.7783641,/IL/Oak-Park/807-S-Taylor-Ave-60304/home/13250189,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=807+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=UHmnPnakqMED69l1VowXwcC9apo=']
740 S LOMBARD AV,740 S Lombard Ave,13252076,41.8748706,-87.7790572,/IL/Oak-Park/740-S-Lombard-Ave-60304/home/13252076,['https://ssl.cdn-redfin.com/photo/68/mbphoto/445/genMid.11355445_0.jpg']
531S CLARENCE AV,,,,,,
2271 W MALVERN AVE 411,,,,,,
937 S WESLEY AV,937 Wesley Ave,13247932,41.8711348,-87.7918124,/IL/Oak-Park/937-Wesley-Ave-60304/home/13247932,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=937+Wesley+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=i-IMnbJcnS_l6aHzTJtyX5uha74=']
913 S HIGHLAND,913 Highland Ave,13250899,41.87215,-87.782089,/IL/Oak-Park/913-Highland-Ave-60304/home/13250899,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=913+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=pFQG6OQ_Nh4cKm0c2klNAc-BQWw=']
1110 S HIGHLAND,1110 Highland Ave,13250755,41.8685327,-87.7813101,/IL/Oak-Park/1110-Highland-Ave-60304/home/13250755,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1110+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=jQ8K2s087tOM088-aaRkZl-Tdi4=']
7201 W JACKSON BLVD,,,,,,
410 S AUSTIN #2S,410 S Austin Blvd Unit 2S,12562756,41.8742625,-87.7747164,/IL/Oak-Park/410-S-Austin-Blvd-60304/unit-2S/home/12562756,['https://ssl.cdn-redfin.com/photo/68/mbphoto/549/genMid.08989549_0.jpg']
717 S TAYLOR AVE,717 S Taylor Ave,13252580,41.875733,-87.7784319,/IL/Oak-Park/717-S-Taylor-Ave-60304/home/13252580,['https://ssl.cdn-redfin.com/photo/68/mbphoto/482/genMid.11610482_0.jpg']
526 S TAYLOR,526 S Taylor Ave,13252108,41.8789199,-87.777988,/IL/Oak-Park/526-S-Taylor-Ave-60304/home/13252108,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=526+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=p0CFNA1quYSfexYpkjOrXKtYEmg=']
555 LAUREL AVE #524,,,,,,
1184 S LYMAN AVE,1184 Lyman Ave,13250876,41.8659248,-87.7762852,/IL/Oak-Park/1184-Lyman-Ave-60304/home/13250876,['https://ssl.cdn-redfin.com/photo/68/mbphoto/524/genMid.06827524_3.jpg']
815 S LOMBARD AVE,815 S Lombard Ave,13250437,41.8739412,-87.7796551,/IL/Oak-Park/815-S-Lombard-Ave-60304/home/13250437,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=815+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=CM6iRDT6YvvWjQPm_DzzvVNdawc=']
524 S EAST AV,524 S East Ave,13249292,41.8788098,-87.7891197,/IL/Oak-Park/524-S-East-Ave-60304/home/13249292,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=524+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=a-6qXB3S8JADGN8VxAAuy58pghA=']
844 S SCOVILLE AVE#3,844 S Scoville Ave #1,18939558,41.8727855,-87.7877023,/IL/Oak-Park/844-S-Scoville-Ave-60304/unit-1/home/18939558,['https://ssl.cdn-redfin.com/photo/68/mbphoto/320/genMid.09906320_T.jpg']
PO BOX 644,,,,,,
1108 S WISCONSIN AVE,1108 Wisconsin Ave,13248090,41.8682542,-87.8016538,/IL/Oak-Park/1108-Wisconsin-Ave-60304/home/13248090,['https://ssl.cdn-redfin.com/photo/68/mbphoto/839/genMid.11369839_0.jpg']
1160 S HARVEY AVE,1160 S Harvey Ave,13250490,41.8667232,-87.7800609,/IL/Oak-Park/1160-S-Harvey-Ave-60304/home/13250490,['https://ssl.cdn-redfin.com/photo/68/mbphoto/415/genMid.09501415_2.jpg']
1101 S CLARENCE AV,1101 Clarence Ave,13247311,41.8687279,-87.7905444,/IL/Oak-Park/1101-Clarence-Ave-60304/home/13247311,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1101+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=IrQKQbADiDTVAEFiMgGrTHRkyUM=']
708 N MARION ST,708 N Marion St,13272014,41.8982951,-87.8035258,/IL/Oak-Park/708-N-Marion-St-60302/home/13272014,['https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=708+N+Marion+St%2C+Oak+Park%2C+IL+60302&size=665x441&source=outdoor&client=gme-redfin&signature=Lem2hBYICRSiQU0Diq0FwbaNiMg=']
514 S GUNDERSON AV,514 Gunderson Ave,13249287,41.8792045,-87.7865948,/IL/Oak-Park/514-Gunderson-Ave-60304/home/13249287,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=514+Gunderson+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=aJZZYfs8zGdHUPWk7C4wpAZP__k=']
1126 W HARRISON #13,1126 Harrison St #13,12650980,41.8739384,-87.8033107,/IL/Oak-Park/1126-Harrison-St-60304/unit-13/home/12650980,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1126+Harrison+St+%2313%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Tz1rMCZVTd5qIgPIbGWfxxFlFvg=']
1002 S TAYLOR AVE #1,1002 S Taylor Ave #1,13250681,41.8704848,-87.7778108,/IL/Oak-Park/1002-S-Taylor-Ave-60304/unit-1/home/13250681,['https://ssl.cdn-redfin.com/photo/68/mbphoto/225/genMid.07578225_3.jpg']
1035 HOME AVE,1035 Home Ave,13247970,41.8692675,-87.7994064,/IL/Oak-Park/1035-Home-Ave-60304/home/13247970,['https://ssl.cdn-redfin.com/photo/68/mbphoto/845/genMid.07910845_2.jpg']
1114 S LYMAN,1114 Lyman Ave,13251827,41.8684573,-87.7764494,/IL/Oak-Park/1114-Lyman-Ave-60304/home/13251827,['https://ssl.cdn-redfin.com/photo/68/mbphoto/667/genMid.10996667_0.jpg']
1118 S GROVE AVE,1118 S Grove Ave,13247559,41.8680594,-87.7948614,/IL/Oak-Park/1118-S-Grove-Ave-60304/home/13247559,['https://ssl.cdn-redfin.com/photo/68/mbphoto/325/genMid.08415325_2.jpg']
738 S TAYLOR AVE,738 S Taylor Ave,13251938,41.8749057,-87.7778578,/IL/Oak-Park/738-S-Taylor-Ave-60304/home/13251938,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=738+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=nAJNEZjGpw6WUl347ogcB5_qMfE=']
516 CLARENCE,516 Clarence Ave,13249121,41.8790857,-87.7902509,/IL/Oak-Park/516-Clarence-Ave-60304/home/13249121,['https://ssl.cdn-redfin.com/photo/68/mbphoto/795/genMid.08049795_3.jpg']
1153 WENONAH AVE,1153 Wenonah Ave,13246948,41.8666966,-87.800812,/IL/Oak-Park/1153-Wenonah-Ave-60304/home/13246948,['https://ssl.cdn-redfin.com/photo/68/mbphoto/704/genMid.08597704_3.jpg']
1138 S GROVE,1138 S Grove Ave,13247740,41.8673322,-87.7948218,/IL/Oak-Park/1138-S-Grove-Ave-60304/home/13247740,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1138+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=hO2CZWyEHo-0Gb0fKgJYNED9TCY=']
859 S GROVE AVE,859 S Grove Ave,13249736,41.8733699,-87.7954837,/IL/Oak-Park/859-S-Grove-Ave-60304/home/13249736,['https://ssl.cdn-redfin.com/photo/68/mbphoto/765/genMid.08704765_5.jpg']
918 S WISCONSIN,918 Wisconsin Ave,13248098,41.8716209,-87.8017095,/IL/Oak-Park/918-Wisconsin-Ave-60304/home/13248098,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=918+Wisconsin+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ADvfodgmgzooqLRSaCrm67_cDL4=']
1023 S RIDGELAND AV,1023 S Ridgeland Ave,13247838,41.8699123,-87.7844278,/IL/Oak-Park/1023-S-Ridgeland-Ave-60304/home/13247838,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1023+S+Ridgeland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=dR22yhwUGPmGGM90rcrulvNR4dI=']
1146 S EAST AVE,1146 S East Ave,148044541,41.8672852,-87.7886792,/IL/Oak-Park/1146-S-East-Ave-60304/home/148044541,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1146+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ZamEMtlpy8AVThDC2-qcNDx-QdA=']
833 S TAYLOR AVE,833 S Taylor Ave,13250969,41.8733179,-87.7783573,/IL/Oak-Park/833-S-Taylor-Ave-60304/home/13250969,['https://ssl.cdn-redfin.com/photo/68/mbphoto/875/genMid.06837875_2.jpg']
1153 S LOMBARD,1153 S Lombard Ave,13251176,41.8670085,-87.7793959,/IL/Oak-Park/1153-S-Lombard-Ave-60304/home/13251176,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1153+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=TwS7HBk34FDmdsioWRDNs605_7I=']
PO BOX 1416,,,,,,
1140 S SCOVILLE AVE,1140 S Scoville Ave,13247358,41.8674495,-87.7874967,/IL/Oak-Park/1140-S-Scoville-Ave-60304/home/13247358,['https://ssl.cdn-redfin.com/photo/68/mbphoto/671/genMid.08998671_3.jpg']
631 GARFIELD #3,631 Garfield St #3,12716055,41.8714498,-87.7909223,/IL/Oak-Park/631-Garfield-St-60304/unit-3/home/12716055,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=631+Garfield+St+%233%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=az0t_G_USJDwAvdgQT7TFDUWQk8=']
1166 S GROVE AV,1166 S Grove Ave,13247402,41.866327,-87.794844,/IL/Oak-Park/1166-S-Grove-Ave-60304/home/13247402,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1166+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=2UcI-sUkqiwKsSF9TnL25L5xluE=']
1020 S ELMWOOD AVE,1020 S Elmwood Ave,13247079,41.8700052,-87.7850879,/IL/Oak-Park/1020-S-Elmwood-Ave-60304/home/13247079,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1020+S+Elmwood+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=AzC3ogkiDdZg-o1sxe_bxYDbEWA=']
706 S TAYLOR AVE,706 S Taylor Ave,13252224,41.876067,-87.7778898,/IL/Oak-Park/706-S-Taylor-Ave-60304/home/13252224,['https://ssl.cdn-redfin.com/photo/68/mbphoto/190/genMid.10965190_0.jpg']
1122 S CUYLER AVE,1122 S Cuyler Ave,13251536,41.8681686,-87.7825398,/IL/Oak-Park/1122-S-Cuyler-Ave-60304/home/13251536,['https://ssl.cdn-redfin.com/photo/68/mbphoto/366/genMid.08274366_0.jpg']
4090 WINBERIE AVENUE,,,,,,
920 S TAYLOR AVE,920 S Taylor Ave,13251565,41.8719322,-87.7777817,/IL/Oak-Park/920-S-Taylor-Ave-60304/home/13251565,['https://ssl.cdn-redfin.com/photo/68/mbphoto/094/genMid.09867094_O.jpg']
521 CLINTON AV,521 Clinton Ave,13249353,41.8788393,-87.7990991,/IL/Oak-Park/521-Clinton-Ave-60304/home/13249353,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=521+Clinton+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=5HZdr8_rDXN82G0D14hazcFX4Sw=']
710 S GUNDERSON AV,710 Gunderson Ave,13249423,41.8757528,-87.7864918,/IL/Oak-Park/710-Gunderson-Ave-60304/home/13249423,['https://ssl.cdn-redfin.com/photo/68/mbphoto/103/genMid.11869103_0.jpg']
815 S HARVEY AVE,815 S Harvey Ave,13251319,41.8738865,-87.7808901,/IL/Oak-Park/815-S-Harvey-Ave-60304/home/13251319,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=815+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=sFtNy8mzBGOD9qNdGt6Sd-EOAdc=']
1011 S HUMPHREY AV,1011 S Humphrey Ave #1,13250759,41.8701424,-87.775816,/IL/Oak-Park/1011-S-Humphrey-Ave-60304/unit-1/home/13250759,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1011+S+Humphrey+Ave+%231%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=9TEgcVETjNHf9q5rP9MI9Qx3vG0=']
1165 WISCONSIN,1165 Wisconsin Ave,13248379,41.866186,-87.8021366,/IL/Oak-Park/1165-Wisconsin-Ave-60304/home/13248379,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1165+Wisconsin+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=HMs_bqvpWbhGmz5RK-yF2Tprnk0=']
1128 S OAK PARK AV #2E,1128 S Oak Park Ave Unit 2E,12593142,41.86776,-87.7934657,/IL/Oak-Park/1128-S-Oak-Park-Ave-60304/unit-2E/home/12593142,['https://ssl.cdn-redfin.com/photo/68/mbphoto/155/genMid.11908155_0.jpg']
729 S HUMPHREY AVE,729 S Humphrey Ave,13251362,41.8753548,-87.7760501,/IL/Oak-Park/729-S-Humphrey-Ave-60304/home/13251362,['https://ssl.cdn-redfin.com/photo/68/mbphoto/368/genMid.09823368_R.jpg']
701 S HARVEY AVE,701 S Harvey Ave,13252747,41.8761871,-87.7809282,/IL/Oak-Park/701-S-Harvey-Ave-60304/home/13252747,['https://ssl.cdn-redfin.com/photo/68/mbphoto/258/genMid.11493258_0.jpg']
1040 S CLINTON,1040 Clinton Ave,13247142,41.8690778,-87.797563,/IL/Oak-Park/1040-Clinton-Ave-60304/home/13247142,['https://ssl.cdn-redfin.com/photo/68/mbphoto/722/genMid.11361722_0.jpg']
734 HOME AVE,734 Home Ave,13249640,41.8756095,-87.7995161,/IL/Oak-Park/734-Home-Ave-60304/home/13249640,['https://ssl.cdn-redfin.com/photo/68/mbphoto/998/genMid.10633998_0.jpg']
1024 S SCOVILLE,1024 S Scoville Ave,13248246,41.8697968,-87.7875117,/IL/Oak-Park/1024-S-Scoville-Ave-60304/home/13248246,['https://ssl.cdn-redfin.com/photo/68/mbphoto/395/genMid.06959395_3.jpg']
805 S CARPENTER AV,805 Carpenter Ave,13250098,41.8752185,-87.7962948,/IL/Oak-Park/805-Carpenter-Ave-60304/home/13250098,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=805+Carpenter+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=5roAmYL_EV4jI7i_MP91D1UfdZc=']
1176 S RIDGELAND AVE,1176 S Ridgeland Ave,13250502,41.8661198,-87.7837378,/IL/Oak-Park/1176-S-Ridgeland-Ave-60304/home/13250502,['https://ssl.cdn-redfin.com/photo/68/mbphoto/812/genMid.09689812_4.jpg']
720 S LYMAN AV,720 Lyman Ave,13251273,41.8755773,-87.7766215,/IL/Oak-Park/720-Lyman-Ave-60304/home/13251273,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=41.8755773%2C-87.7766215&size=665x441&source=outdoor&client=gme-redfin&signature=BErfg5l_aeeEZhOzhc1_Q-fWrsk=']
721 S KENILWORTH,721 S Kenilworth Ave,13249156,41.8761121,-87.797558,/IL/Oak-Park/721-S-Kenilworth-Ave-60304/home/13249156,['https://ssl.cdn-redfin.com/photo/68/mbphoto/475/genMid.06833475_2.jpg']
1017 S RIDGELAND AVE,1017 S Ridgeland Ave,13247078,41.8701948,-87.7844386,/IL/Oak-Park/1017-S-Ridgeland-Ave-60304/home/13247078,['https://ssl.cdn-redfin.com/photo/68/mbphoto/591/genMid.08447591_0.jpg']
712 CARPENTER,712 Carpenter Ave,13249322,41.8763779,-87.7959241,/IL/Oak-Park/712-Carpenter-Ave-60304/home/13249322,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=712+Carpenter+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=DeXQJ9FLApKr9IkK-MAFQPorw0M=']
738 S GUNDERSON AV,738 Gunderson Ave,13250087,41.8748234,-87.786454,/IL/Oak-Park/738-Gunderson-Ave-60304/home/13250087,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=738+Gunderson+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=mpYAvhp_8agudtK62OWvnURCSpk=']
1013 S EAST AV,1013 S East Ave,13246927,41.8702618,-87.7892753,/IL/Oak-Park/1013-S-East-Ave-60304/home/13246927,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1013+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=WWjj_7Gv0zWUxwIEfPEoV6nkKsA=']
1035 S CUYLER AVE,1035 S Cuyler Ave,13251653,41.8695385,-87.783165,/IL/Oak-Park/1035-S-Cuyler-Ave-60304/home/13251653,['https://ssl.cdn-redfin.com/photo/68/mbphoto/016/genMid.10480016_0.jpg']
814 SO HARVEY AVE,814 S Harvey Ave,13251666,41.8739121,-87.780284,/IL/Oak-Park/814-S-Harvey-Ave-60304/home/13251666,['https://ssl.cdn-redfin.com/photo/68/mbphoto/343/genMid.11659343_1.jpg']
844 S KENILWORTH AVE,844 S Kenilworth Ave,13249244,41.8738724,-87.796871,/IL/Oak-Park/844-S-Kenilworth-Ave-60304/home/13249244,['https://ssl.cdn-redfin.com/photo/68/mbphoto/521/genMid.11930521_0.jpg']
719 S CARPENTER AV,719 Carpenter Ave,13250108,41.876152,-87.7963514,/IL/Oak-Park/719-Carpenter-Ave-60304/home/13250108,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=719+Carpenter+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=PTa7WgetozmDR87j0DnG5IULCgo=']
824 S LOMBARD,824 S Lombard Ave,13251439,41.8736129,-87.779048,/IL/Oak-Park/824-S-Lombard-Ave-60304/home/13251439,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=824+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=_ZuPxMPRdkavbRBtTUsXFpDoLzQ=']
1177 S OAK PARK AV,1177 S Oak Park Ave,13248259,41.865994,-87.7940524,/IL/Oak-Park/1177-S-Oak-Park-Ave-60304/home/13248259,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1177+S+Oak+Park+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=EGDzRVuhe2ajQ1uOBi0SWZONGHE=']
742 S OAK PARK AV,742 S Oak Park Ave,13249493,41.8745577,-87.7937228,/IL/Oak-Park/742-S-Oak-Park-Ave-60304/home/13249493,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=742+S+Oak+Park+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Q6Tvbwc7Kp3r2oZeBMUQqklgoMs=']
715 S CARPENTER,715 Carpenter Ave,13249901,41.8762713,-87.796373,/IL/Oak-Park/715-Carpenter-Ave-60304/home/13249901,['https://ssl.cdn-redfin.com/photo/68/mbphoto/726/genMid.12028726_0.jpg']
811 CLINTON AVE,811 Clinton Ave,13249139,41.874948,-87.7989692,/IL/Oak-Park/811-Clinton-Ave-60304/home/13249139,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=41.874948%2C-87.7989692&size=665x441&source=outdoor&client=gme-redfin&signature=ViNMMnp7Q5oJVNqBX67s_unY1iY=']
