input,match,property_id,latitude,longitude,search_url,image_url
844 S TAYLOR,844 S Taylor Ave,13250717,41.8728904,-87.7778303,/IL/Oak-Park/844-S-Taylor-Ave-60304/home/13250717,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=844+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=FJoS0GyqJHnbz9k6jfCD90q6ijg=']
812 S GROVE AVE,812 S Grove Ave,13250055,41.8737193,-87.7949502,/IL/Oak-Park/812-S-Grove-Ave-60304/home/13250055,['https://ssl.cdn-redfin.com/photo/68/mbphoto/544/genMid.07266544_3.jpg']
933 S GROVE AVE,933 S Grove Ave,13247500,41.8712106,-87.7955649,/IL/Oak-Park/933-S-Grove-Ave-60304/home/13247500,['https://ssl.cdn-redfin.com/photo/68/mbphoto/608/genMid.09171608_2.jpg']
922 S HUMPHREY,922 S Humphrey Ave,13251348,41.8719028,-87.7753129,/IL/Oak-Park/922-S-Humphrey-Ave-60304/home/13251348,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=922+S+Humphrey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=2jcWcnhKCzvt-feRIq3Xq7oAtNE=']
519 S RIDGELAND,519 S Ridgeland Ave,13249111,41.8791257,-87.7847309,/IL/Oak-Park/519-S-Ridgeland-Ave-60304/home/13249111,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=519+S+Ridgeland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=wzqfBFMTbU8TjJQWvE3Tu-r0ZTU=']
621 S OAK PARK AV,621 S Oak Park Ave,13248778,41.877073,-87.7944336,/IL/Oak-Park/621-S-Oak-Park-Ave-60304/home/13248778,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=621+S+Oak+Park+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=LuXawsS9gOhkVw8VHPT61WAkft4=']
1030 S KENILWORTH AVE,1030 S Kenilworth Ave,13248798,41.8694463,-87.7962103,/IL/Oak-Park/1030-S-Kenilworth-Ave-60304/home/13248798,['https://ssl.cdn-redfin.com/photo/68/mbphoto/825/genMid.09325825_2.jpg']
638 S LYMAN AVE,638 Lyman Ave,13251770,41.8768639,-87.7767032,/IL/Oak-Park/638-Lyman-Ave-60304/home/13251770,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=638+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=hUEGCQfYT9Xwx2RTuMRaKeU7oA8=']
801 WISCONSIN AVE,801 Wisconsin Ave,13249008,41.875213,-87.8024842,/IL/Oak-Park/801-Wisconsin-Ave-60304/home/13249008,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=801+Wisconsin+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=KWzRBE7Py0kJCPg-yJz7HIYGIc8=']
731 S CUYLER AV,731 S Cuyler Ave,13252433,41.8751379,-87.7833171,/IL/Oak-Park/731-S-Cuyler-Ave-60304/home/13252433,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=731+S+Cuyler+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=5stCIj3Gu_19NA_wHw6fqAWQshc=']
741 S CUYLER AVE,741 S Cuyler Ave,13252144,41.8748143,-87.7833083,/IL/Oak-Park/741-S-Cuyler-Ave-60304/home/13252144,['https://ssl.cdn-redfin.com/photo/68/mbphoto/551/genMid.11402551_0.jpg']
1005 WISCONSIN AVE,1005 Wisconsin Ave,13247019,41.8702379,-87.8022506,/IL/Oak-Park/1005-Wisconsin-Ave-60304/home/13247019,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1005+Wisconsin+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=J7u1cuFeQQKFPdXTQOXalyFwqDw=']
1128 LYMAN AV,1128 Lyman Ave,13251824,41.8679835,-87.7764582,/IL/Oak-Park/1128-Lyman-Ave-60304/home/13251824,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1128+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=I_-JUtDQoDkYOqr1YOX9UC8oknQ=']
845 SOUTH HUMPHREY AVE,845 S Humphrey Ave #3,12638217,41.872904,-87.775986,/IL/Oak-Park/845-S-Humphrey-Ave-60304/unit-3/home/12638217,['https://ssl.cdn-redfin.com/photo/68/mbphoto/873/genMid.10974873_2.jpg']
1101 HIGHLAND,1101 Highland Ave,13250368,41.8688786,-87.7818784,/IL/Oak-Park/1101-Highland-Ave-60304/home/13250368,['https://ssl.cdn-redfin.com/photo/68/mbphoto/151/genMid.08634151_2.jpg']
1182 CLINTON AVE,1182 Clinton Ave,13247112,41.865692,-87.7974509,/IL/Oak-Park/1182-Clinton-Ave-60304/home/13247112,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1182+Clinton+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=bdOw3CZK5Pe0Z_baaaOkIKA9DTU=']
723 S TAYLOR AVE,723 S Taylor Ave,13251671,41.8755199,-87.7784047,/IL/Oak-Park/723-S-Taylor-Ave-60304/home/13251671,['https://ssl.cdn-redfin.com/photo/68/mbphoto/332/genMid.09160332_2.jpg']
609 S OAK PARK AVE,609 S Oak Park Ave,13249988,41.8775067,-87.7944682,/IL/Oak-Park/609-S-Oak-Park-Ave-60304/home/13249988,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=609+S+Oak+Park+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Go1ypYn_EW5v6TBiJF0yBY0Fxoc=']
1180 S CUYLER AVE,1180 S Cuyler Ave,13251178,41.865973,-87.7824642,/IL/Oak-Park/1180-S-Cuyler-Ave-60304/home/13251178,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1180+S+Cuyler+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=dMBrFGCRRhhsLFvqNcWjOyZ66t4=']
1016 S LYMAN AVE,1016 Lyman Ave,13251544,41.870042,-87.776398,/IL/Oak-Park/1016-Lyman-Ave-60304/home/13251544,['https://ssl.cdn-redfin.com/photo/68/mbphoto/039/genMid.06851039_3.jpg']
741 S HARVEY AV,741 S Harvey Ave,13252375,41.8748348,-87.7808824,/IL/Oak-Park/741-S-Harvey-Ave-60304/home/13252375,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=741+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=oWR_PkMV768F22STOAxyOmcE72k=']
523 S CLARENCE,523 Clarence Ave,13249870,41.8788751,-87.7908394,/IL/Oak-Park/523-Clarence-Ave-60304/home/13249870,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=523+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=lkDrdyGHFLZfXIoay7puPhJT3R0=']
6136 W ROOSEVELT RD,6136 Roosevelt Rd,184129620,41.8655876,-87.7784086,/IL/Oak-Park/6136-Roosevelt-Rd-60304/home/184129620,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=6136+Roosevelt+Rd%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=6p9V9_LSp4gCbQuLaa3Mq3BsUIc=']
635 S HARVEY AVE,635 S Harvey Ave,13252381,41.8768698,-87.7809746,/IL/Oak-Park/635-S-Harvey-Ave-60304/home/13252381,['https://ssl.cdn-redfin.com/photo/68/mbphoto/449/genMid.11967449_0.jpg']
518 S RIDGELAND AV,518 S Ridgeland Ave,13252630,41.8790792,-87.7840986,/IL/Oak-Park/518-S-Ridgeland-Ave-60304/home/13252630,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=518+S+Ridgeland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=anVai6ZorUgWTfAJshSZhAnsRrE=']
1150 S LOMBARD,1150 S Lombard Ave,13250729,41.8670783,-87.7787479,/IL/Oak-Park/1150-S-Lombard-Ave-60304/home/13250729,['https://ssl.cdn-redfin.com/photo/68/mbphoto/869/genMid.06461869_1.jpg']
1115 S LYMAN AVE,1115 Lyman Ave,13250949,41.8684715,-87.7769289,/IL/Oak-Park/1115-Lyman-Ave-60304/home/13250949,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1115+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=PkNfMxj6Y-QIarYmiMCFmo8R3Ns=']
1042 S KENILWORTH AVE,1042 S Kenilworth Ave,13247137,41.8690456,-87.7961949,/IL/Oak-Park/1042-S-Kenilworth-Ave-60304/home/13247137,['https://ssl.cdn-redfin.com/photo/68/mbphoto/452/genMid.08444452_3.jpg']
1193 S GROVE AVE 4,1193 S Grove Ave #4,39563568,41.86531,-87.7954248,/IL/Oak-Park/1193-S-Grove-Ave-60304/unit-4/home/39563568,['https://ssl.cdn-redfin.com/photo/68/mbphoto/945/genMid.08871945_2.jpg']
1127 HOME AV,1127 Home Ave,13248188,41.8677148,-87.7993296,/IL/Oak-Park/1127-Home-Ave-60304/home/13248188,['https://ssl.cdn-redfin.com/photo/68/mbphoto/959/genMid.11484959_0.jpg']
817 SOUTH MAPLE AVENUE,817 S Maple Ave,13249251,41.8746782,-87.8039937,/IL/Oak-Park/817-S-Maple-Ave-60304/home/13249251,['https://ssl.cdn-redfin.com/photo/68/mbphoto/739/genMid.11482739_0.jpg']
713 S CLARENCE AV,713 Clarence Ave,13249768,41.8756336,-87.7907546,/IL/Oak-Park/713-Clarence-Ave-60304/home/13249768,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=713+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=wY0Mxb7oBDfLteMc7C0kgp63d3c=']
1151 S HARVEY AV,1151 S Harvey Ave,13251092,41.8670574,-87.7806323,/IL/Oak-Park/1151-S-Harvey-Ave-60304/home/13251092,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1151+S+Harvey+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=O3IjuVwXk9skklGPkKe4Y9aFGUA=']
1041 S LOMBARD,1041 S Lombard Ave,13251130,41.8693592,-87.7794681,/IL/Oak-Park/1041-S-Lombard-Ave-60304/home/13251130,['https://ssl.cdn-redfin.com/photo/68/mbphoto/010/genMid.07886010_4.jpg']
817 S TAYLOR AVE,817 S Taylor Ave,13250436,41.8738521,-87.7783785,/IL/Oak-Park/817-S-Taylor-Ave-60304/home/13250436,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=817+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Xo3eURV--D_X3qQevLjT5URIZhI=']
514 CLINTON AVE,514 Clinton Ave,13249211,41.8790706,-87.7984791,/IL/Oak-Park/514-Clinton-Ave-60304/home/13249211,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=514+Clinton+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=NWXTx2e6CTZ5JwHd8NDgIpMpOqE=']
1002 S CLARENCE AVE,1002 Clarence Ave,13247091,41.8705154,-87.7899988,/IL/Oak-Park/1002-Clarence-Ave-60304/home/13247091,['https://ssl.cdn-redfin.com/photo/68/mbphoto/815/genMid.12123815_0.jpg']
1004 S MAPLE AV,1004 S Maple Ave,13247588,41.8702645,-87.8032313,/IL/Oak-Park/1004-S-Maple-Ave-60304/home/13247588,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1004+S+Maple+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=RxbT3A9mxZ_rkyCkC2sX3elFZfA=']
1156 S GROVE AV,1156 S Grove Ave,13247723,41.8666094,-87.7948329,/IL/Oak-Park/1156-S-Grove-Ave-60304/home/13247723,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1156+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=TY93cYnMB2k-uVDPXbPkA7TxMx8=']
1005 S EAST AVE,1005 S East Ave,13248484,41.870454,-87.7892967,/IL/Oak-Park/1005-S-East-Ave-60304/home/13248484,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1005+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=RZ9Y2nv0CXXRNgVcDkhFQIhi4Ws=']
603 S LOMBARD AV,603 S Lombard Ave,13252233,41.8779571,-87.7797942,/IL/Oak-Park/603-S-Lombard-Ave-60304/home/13252233,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=603+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=HpHnkPmZ2PyxzJgkMB2Pk5FqYpo=']
544 HIGHLAND AVE,544 Highland Ave,13252623,41.878329,-87.781595,/IL/Oak-Park/544-Highland-Ave-60304/home/13252623,['https://ssl.cdn-redfin.com/photo/68/mbphoto/007/genMid.08052007_4.jpg']
737 S GUNDERSON,737 Gunderson Ave,13249424,41.8749173,-87.7870195,/IL/Oak-Park/737-Gunderson-Ave-60304/home/13249424,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=737+Gunderson+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=XJeaEbhf-VbdtlF0uRFOyqlyTW0=']
1018 S LYMAN AVE,1018 Lyman Ave,22909963,41.869964,-87.776396,/IL/Oak-Park/1018-Lyman-Ave-60304/home/22909963,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1018+Lyman+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=Yw0KK8DOOe0hXuxKigBY6QgTtv4=']
818 S CLINTON,818 Clinton Ave,13249621,41.874759,-87.7983399,/IL/Oak-Park/818-Clinton-Ave-60304/home/13249621,['https://ssl.cdn-redfin.com/photo/68/mbphoto/377/genMid.07482377_4.jpg']
1141 S GROVE AV,1141 S Grove Ave,13248445,41.8672816,-87.7954136,/IL/Oak-Park/1141-S-Grove-Ave-60304/home/13248445,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1141+S+Grove+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=27_igSDpcIzbV6fv7SVoArJtP5Y=']
1130 S MAPLE AV,1130 S Maple Ave,13248194,41.8675544,-87.8031259,/IL/Oak-Park/1130-S-Maple-Ave-60304/home/13248194,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1130+S+Maple+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=pIjUoaxUA2T8ZhSNBVA-tJXYMsI=']
714 S HARVEY,714 S Harvey Ave,13252078,41.8757603,-87.7804049,/IL/Oak-Park/714-S-Harvey-Ave-60304/home/13252078,['https://ssl.cdn-redfin.com/photo/68/mbphoto/446/genMid.08099446_2.jpg']
607 S HIGHLAND AV,607 Highland Ave,13251887,41.8777503,-87.7821717,/IL/Oak-Park/607-Highland-Ave-60304/home/13251887,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=607+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=zASOtSXRZs0oWvTWQ4qDgMmmY8c=']
915 S GROVE AVE,915 S Grove Ave,13247866,41.8718349,-87.795554,/IL/Oak-Park/915-S-Grove-Ave-60304/home/13247866,['https://ssl.cdn-redfin.com/photo/68/mbphoto/793/genMid.10906793_2.jpg']
534 CLARENCE AV,534 Clarence Ave,13248869,41.8784082,-87.7902283,/IL/Oak-Park/534-Clarence-Ave-60304/home/13248869,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=534+Clarence+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=6ULRiIlbEU4CqPFdPQ31aq9NoiU=']
540 S EAST AVE,540 S East Ave,13249291,41.8783108,-87.7890103,/IL/Oak-Park/540-S-East-Ave-60304/home/13249291,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=540+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=GL0FIv1C1I00AD9jkZtEw1xmuWw=']
1044 S RIDGELAND AVE,1044 S Ridgeland Ave,13250343,41.8692123,-87.7837824,/IL/Oak-Park/1044-S-Ridgeland-Ave-60304/home/13250343,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1044+S+Ridgeland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=MAjWldvvYVCF_-Nyed-7-4ZEbkk=']
1004 S MAPLE,1004 S Maple Ave,13247588,41.8702645,-87.8032313,/IL/Oak-Park/1004-S-Maple-Ave-60304/home/13247588,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1004+S+Maple+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=RxbT3A9mxZ_rkyCkC2sX3elFZfA=']
1117 S EAST AVE,1117 S East Ave,13247692,41.8682213,-87.7892361,/IL/Oak-Park/1117-S-East-Ave-60304/home/13247692,['https://ssl.cdn-redfin.com/photo/68/mbphoto/015/genMid.11047015_1.jpg']
925 S TAYLOR AVE,925 S Taylor Ave,13250892,41.8718337,-87.7782611,/IL/Oak-Park/925-S-Taylor-Ave-60304/home/13250892,['https://ssl.cdn-redfin.com/photo/68/mbphoto/656/genMid.10988656_2.jpg']
624 S ELMWOOD,624 S Elmwood Ave,13249780,41.8771356,-87.7853137,/IL/Oak-Park/624-S-Elmwood-Ave-60304/home/13249780,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=624+S+Elmwood+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=v5jcFp-fo9msSuAJf2JLmh0H268=']
808 S LOMBARD AV,808 S Lombard Ave,13251443,41.8742001,-87.7790638,/IL/Oak-Park/808-S-Lombard-Ave-60304/home/13251443,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=808+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=BwNmHKODxcHsKuO2Cvqw5H4HsSg=']
644 HARRISON #1,644 Harrison St #1,12650973,41.8726709,-87.7912491,/IL/Oak-Park/644-Harrison-St-60304/unit-1/home/12650973,['https://ssl.cdn-redfin.com/photo/68/mbphoto/237/genMid.11254237_0.jpg']
740 S HIGHLAND,740 Highland Ave,13252749,41.874823,-87.781477,/IL/Oak-Park/740-Highland-Ave-60304/home/13252749,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=740+Highland+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=cOqfKi9twv1WjxJKrvWv2CAf2k8=']
640 S LOMBARD,640 S Lombard Ave,13251690,41.8766438,-87.7791484,/IL/Oak-Park/640-S-Lombard-Ave-60304/home/13251690,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=640+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=e9OEjTZUBKIwt1D778TRkoyog4g=']
808 S EUCLID,808 S Euclid Ave,13249230,41.8739832,-87.7925299,/IL/Oak-Park/808-S-Euclid-Ave-60304/home/13249230,['https://ssl.cdn-redfin.com/photo/68/mbphoto/080/genMid.11194080_0.jpg']
728 S TAYLOR,728 S Taylor Ave,13252691,41.8752888,-87.7777931,/IL/Oak-Park/728-S-Taylor-Ave-60304/home/13252691,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=728+S+Taylor+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=epD5wL_iYhuxjMvcKn89SZ4qBO0=']
528 S CUYLER,528 S Cuyler Ave,13253013,41.8788006,-87.7829241,/IL/Oak-Park/528-S-Cuyler-Ave-60304/home/13253013,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=528+S+Cuyler+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=ss5aaW-Ct8KpFVH85sDEBnnl3_Y=']
1116 S LOMBARD,1116 S Lombard Ave,13250664,41.8684077,-87.7788506,/IL/Oak-Park/1116-S-Lombard-Ave-60304/home/13250664,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1116+S+Lombard+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=NeiRPbjEb9aT4vrLr7QVK7js3QU=']
812 S EAST AV,812 S East Ave,13249669,41.8738923,-87.7888905,/IL/Oak-Park/812-S-East-Ave-60304/home/13249669,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=812+S+East+Ave%2C+Oak+Park%2C+IL+60304&size=665x441&source=outdoor&client=gme-redfin&signature=rSyisAGgyIp97fxdbtWIAbdcMpg=']
530 S ELMWOOD AVE,530 S Elmwood Ave,13248639,41.878705,-87.7853471,/IL/Oak-Park/530-S-Elmwood-Ave-60304/home/13248639,['https://ssl.cdn-redfin.com/photo/68/mbphoto/709/genMid.09994709_6.jpg']
